location,date,vaccine,total_vaccinations
Latvia,2021-07-01,Oxford/AstraZeneca,248103
Latvia,2021-07-01,Pfizer/BioNTech,622878
Latvia,2021-07-02,Johnson&Johnson,58139
Latvia,2021-07-02,Moderna,208334
Latvia,2021-07-02,Oxford/AstraZeneca,249402
Latvia,2021-07-02,Pfizer/BioNTech,629529
Latvia,2021-07-03,Johnson&Johnson,59720
Latvia,2021-07-03,Moderna,209167
Latvia,2021-07-03,Oxford/AstraZeneca,251870
Latvia,2021-07-03,Pfizer/BioNTech,633293
Latvia,2021-07-04,Johnson&Johnson,60550
Latvia,2021-07-04,Moderna,209299
Latvia,2021-07-04,Oxford/AstraZeneca,251903
Latvia,2021-07-04,Pfizer/BioNTech,634535
Latvia,2021-07-05,Johnson&Johnson,62096
Latvia,2021-07-05,Moderna,210386
Latvia,2021-07-05,Oxford/AstraZeneca,252384
Latvia,2021-07-05,Pfizer/BioNTech,639178
Latvia,2021-07-06,Johnson&Johnson,64148
Latvia,2021-07-06,Moderna,210970
Latvia,2021-07-06,Oxford/AstraZeneca,252954
Latvia,2021-07-06,Pfizer/BioNTech,644916
Latvia,2021-07-07,Johnson&Johnson,66698
Latvia,2021-07-07,Moderna,211613
Latvia,2021-07-07,Oxford/AstraZeneca,253579
Latvia,2021-07-07,Pfizer/BioNTech,651301
Latvia,2021-07-08,Johnson&Johnson,68690
Latvia,2021-07-08,Moderna,212084
Latvia,2021-07-08,Oxford/AstraZeneca,254042
Latvia,2021-07-08,Pfizer/BioNTech,657086
Latvia,2021-07-09,Johnson&Johnson,71226
Latvia,2021-07-09,Moderna,212615
Latvia,2021-07-09,Oxford/AstraZeneca,256269
Latvia,2021-07-09,Pfizer/BioNTech,663136
Latvia,2021-07-10,Johnson&Johnson,72860
Latvia,2021-07-10,Moderna,213408
Latvia,2021-07-10,Oxford/AstraZeneca,258590
Latvia,2021-07-10,Pfizer/BioNTech,666468
Latvia,2021-07-11,Johnson&Johnson,73776
Latvia,2021-07-11,Moderna,213580
Latvia,2021-07-11,Oxford/AstraZeneca,258772
Latvia,2021-07-11,Pfizer/BioNTech,667272
Latvia,2021-07-12,Johnson&Johnson,75438
Latvia,2021-07-12,Moderna,214418
Latvia,2021-07-12,Oxford/AstraZeneca,259065
Latvia,2021-07-12,Pfizer/BioNTech,670980
Latvia,2021-07-12,Sinopharm/Beijing,23
Latvia,2021-07-13,Johnson&Johnson,77575
Latvia,2021-07-13,Moderna,214839
Latvia,2021-07-13,Oxford/AstraZeneca,259305
Latvia,2021-07-13,Pfizer/BioNTech,674834
Latvia,2021-07-14,Johnson&Johnson,79905
Latvia,2021-07-14,Moderna,215497
Latvia,2021-07-14,Oxford/AstraZeneca,259585
Latvia,2021-07-14,Pfizer/BioNTech,677487
Latvia,2021-07-14,Sinopharm/Beijing,24
Latvia,2021-07-15,Johnson&Johnson,81591
Latvia,2021-07-15,Moderna,216100
Latvia,2021-07-15,Oxford/AstraZeneca,259818
Latvia,2021-07-15,Pfizer/BioNTech,679795
Latvia,2021-07-16,Johnson&Johnson,83575
Latvia,2021-07-16,Moderna,216656
Latvia,2021-07-16,Oxford/AstraZeneca,259928
Latvia,2021-07-16,Pfizer/BioNTech,682852
Latvia,2021-07-17,Johnson&Johnson,85157
Latvia,2021-07-17,Moderna,216847
Latvia,2021-07-17,Oxford/AstraZeneca,259984
Latvia,2021-07-17,Pfizer/BioNTech,684695
Latvia,2021-07-18,Johnson&Johnson,85575
Latvia,2021-07-18,Moderna,216995
Latvia,2021-07-18,Oxford/AstraZeneca,259996
Latvia,2021-07-18,Pfizer/BioNTech,685397
Latvia,2021-07-19,Johnson&Johnson,86769
Latvia,2021-07-19,Moderna,217286
Latvia,2021-07-19,Oxford/AstraZeneca,260028
Latvia,2021-07-19,Pfizer/BioNTech,689002
Latvia,2021-07-20,Johnson&Johnson,88042
Latvia,2021-07-20,Moderna,217761
Latvia,2021-07-20,Oxford/AstraZeneca,260235
Latvia,2021-07-20,Pfizer/BioNTech,693870
Latvia,2021-07-20,Sinopharm/Beijing,25
Latvia,2021-07-21,Johnson&Johnson,89484
Latvia,2021-07-21,Moderna,218100
Latvia,2021-07-21,Oxford/AstraZeneca,260384
Latvia,2021-07-21,Pfizer/BioNTech,699341
Latvia,2021-07-22,Johnson&Johnson,90719
Latvia,2021-07-22,Moderna,218344
Latvia,2021-07-22,Oxford/AstraZeneca,260567
Latvia,2021-07-22,Pfizer/BioNTech,704243
Latvia,2021-07-23,Johnson&Johnson,91700
Latvia,2021-07-23,Moderna,218604
Latvia,2021-07-23,Oxford/AstraZeneca,260628
Latvia,2021-07-23,Pfizer/BioNTech,709252
Latvia,2021-07-24,Johnson&Johnson,92765
Latvia,2021-07-24,Moderna,218930
Latvia,2021-07-24,Oxford/AstraZeneca,260638
Latvia,2021-07-24,Pfizer/BioNTech,712610
Latvia,2021-07-25,Johnson&Johnson,93024
Latvia,2021-07-25,Moderna,218964
Latvia,2021-07-25,Oxford/AstraZeneca,260639
Latvia,2021-07-25,Pfizer/BioNTech,713696
Latvia,2021-07-26,Johnson&Johnson,93657
Latvia,2021-07-26,Moderna,219338
Latvia,2021-07-26,Oxford/AstraZeneca,260726
Latvia,2021-07-26,Pfizer/BioNTech,718341
Latvia,2021-07-27,Johnson&Johnson,94261
Latvia,2021-07-27,Moderna,219851
Latvia,2021-07-27,Oxford/AstraZeneca,260795
Latvia,2021-07-27,Pfizer/BioNTech,723454
Latvia,2021-07-28,Johnson&Johnson,94874
Latvia,2021-07-28,Moderna,220470
Latvia,2021-07-28,Oxford/AstraZeneca,260843
Latvia,2021-07-28,Pfizer/BioNTech,729153
Latvia,2021-07-29,Johnson&Johnson,95503
Latvia,2021-07-29,Moderna,220863
Latvia,2021-07-29,Oxford/AstraZeneca,260877
Latvia,2021-07-29,Pfizer/BioNTech,733643
Latvia,2021-07-30,Johnson&Johnson,96055
Latvia,2021-07-30,Moderna,221532
Latvia,2021-07-30,Oxford/AstraZeneca,260921
Latvia,2021-07-30,Pfizer/BioNTech,739318
Latvia,2021-07-31,Johnson&Johnson,96719
Latvia,2021-07-31,Moderna,221714
Latvia,2021-07-31,Oxford/AstraZeneca,260938
Latvia,2021-07-31,Pfizer/BioNTech,742310
Latvia,2021-08-01,Johnson&Johnson,97048
Latvia,2021-08-01,Moderna,221765
Latvia,2021-08-01,Oxford/AstraZeneca,260942
Latvia,2021-08-01,Pfizer/BioNTech,743353
Latvia,2021-08-02,Johnson&Johnson,97704
Latvia,2021-08-02,Moderna,222065
Latvia,2021-08-02,Oxford/AstraZeneca,260964
Latvia,2021-08-02,Pfizer/BioNTech,747257
Latvia,2021-08-03,Johnson&Johnson,98619
Latvia,2021-08-03,Moderna,222435
Latvia,2021-08-03,Oxford/AstraZeneca,260970
Latvia,2021-08-03,Pfizer/BioNTech,752335
Latvia,2021-08-04,Johnson&Johnson,99443
Latvia,2021-08-04,Moderna,222855
Latvia,2021-08-04,Oxford/AstraZeneca,260990
Latvia,2021-08-04,Pfizer/BioNTech,757625
Latvia,2021-08-04,Sinopharm/Beijing,26
Latvia,2021-08-05,Johnson&Johnson,99944
Latvia,2021-08-05,Moderna,223131
Latvia,2021-08-05,Oxford/AstraZeneca,260997
Latvia,2021-08-05,Pfizer/BioNTech,762079
Latvia,2021-08-06,Johnson&Johnson,100763
Latvia,2021-08-06,Moderna,223560
Latvia,2021-08-06,Oxford/AstraZeneca,261019
Latvia,2021-08-06,Pfizer/BioNTech,767383
Latvia,2021-08-07,Johnson&Johnson,102105
Latvia,2021-08-07,Moderna,223666
Latvia,2021-08-07,Oxford/AstraZeneca,261025
Latvia,2021-08-07,Pfizer/BioNTech,770081
Latvia,2021-08-08,Johnson&Johnson,102402
Latvia,2021-08-08,Moderna,223710
Latvia,2021-08-08,Oxford/AstraZeneca,261028
Latvia,2021-08-08,Pfizer/BioNTech,770853
Latvia,2021-08-09,Johnson&Johnson,102692
Latvia,2021-08-09,Moderna,223970
Latvia,2021-08-09,Oxford/AstraZeneca,261039
Latvia,2021-08-09,Pfizer/BioNTech,775064
Latvia,2021-08-10,Johnson&Johnson,103176
Latvia,2021-08-10,Moderna,224375
Latvia,2021-08-10,Oxford/AstraZeneca,261081
Latvia,2021-08-10,Pfizer/BioNTech,780135
Latvia,2021-08-11,Johnson&Johnson,103777
Latvia,2021-08-11,Moderna,224809
Latvia,2021-08-11,Oxford/AstraZeneca,261128
Latvia,2021-08-11,Pfizer/BioNTech,786596
Latvia,2021-08-12,Johnson&Johnson,104076
Latvia,2021-08-12,Moderna,225524
Latvia,2021-08-12,Oxford/AstraZeneca,261158
Latvia,2021-08-12,Pfizer/BioNTech,790891
Latvia,2021-08-13,Johnson&Johnson,104516
Latvia,2021-08-13,Moderna,226143
Latvia,2021-08-13,Oxford/AstraZeneca,261175
Latvia,2021-08-13,Pfizer/BioNTech,796389
Latvia,2021-08-14,Johnson&Johnson,104830
Latvia,2021-08-14,Moderna,226281
Latvia,2021-08-14,Oxford/AstraZeneca,261182
Latvia,2021-08-14,Pfizer/BioNTech,799840
Latvia,2021-08-15,Johnson&Johnson,104920
Latvia,2021-08-15,Moderna,226364
Latvia,2021-08-15,Oxford/AstraZeneca,261190
Latvia,2021-08-15,Pfizer/BioNTech,800924
Latvia,2021-08-16,Johnson&Johnson,105135
Latvia,2021-08-16,Moderna,226876
Latvia,2021-08-16,Oxford/AstraZeneca,261211
Latvia,2021-08-16,Pfizer/BioNTech,804977
Latvia,2021-08-17,Johnson&Johnson,105441
Latvia,2021-08-17,Moderna,227384
Latvia,2021-08-17,Oxford/AstraZeneca,261225
Latvia,2021-08-17,Pfizer/BioNTech,810185
Latvia,2021-08-18,Johnson&Johnson,106063
Latvia,2021-08-18,Moderna,228021
Latvia,2021-08-18,Oxford/AstraZeneca,261294
Latvia,2021-08-18,Pfizer/BioNTech,816258
Latvia,2021-08-19,Johnson&Johnson,106481
Latvia,2021-08-19,Moderna,228651
Latvia,2021-08-19,Oxford/AstraZeneca,261303
Latvia,2021-08-19,Pfizer/BioNTech,820895
Latvia,2021-08-20,Johnson&Johnson,107018
Latvia,2021-08-20,Moderna,229209
Latvia,2021-08-20,Oxford/AstraZeneca,261317
Latvia,2021-08-20,Pfizer/BioNTech,826855
Latvia,2021-08-21,Johnson&Johnson,107313
Latvia,2021-08-21,Moderna,229419
Latvia,2021-08-21,Oxford/AstraZeneca,261363
Latvia,2021-08-21,Pfizer/BioNTech,830063
Latvia,2021-08-22,Johnson&Johnson,107373
Latvia,2021-08-22,Moderna,229511
Latvia,2021-08-22,Oxford/AstraZeneca,261364
Latvia,2021-08-22,Pfizer/BioNTech,831203
Latvia,2021-08-23,Johnson&Johnson,107690
Latvia,2021-08-23,Moderna,229974
Latvia,2021-08-23,Oxford/AstraZeneca,261384
Latvia,2021-08-23,Pfizer/BioNTech,835682
Latvia,2021-08-24,Johnson&Johnson,108133
Latvia,2021-08-24,Moderna,230562
Latvia,2021-08-24,Oxford/AstraZeneca,261407
Latvia,2021-08-24,Pfizer/BioNTech,840765
Latvia,2021-08-24,Sinopharm/Beijing,27
Latvia,2021-08-25,Johnson&Johnson,108468
Latvia,2021-08-25,Moderna,231249
Latvia,2021-08-25,Oxford/AstraZeneca,261426
Latvia,2021-08-25,Pfizer/BioNTech,846521
Latvia,2021-08-26,Johnson&Johnson,108727
Latvia,2021-08-26,Moderna,231725
Latvia,2021-08-26,Oxford/AstraZeneca,261449
Latvia,2021-08-26,Pfizer/BioNTech,851319
Latvia,2021-08-27,Johnson&Johnson,109256
Latvia,2021-08-27,Moderna,232312
Latvia,2021-08-27,Oxford/AstraZeneca,261464
Latvia,2021-08-27,Pfizer/BioNTech,857498
Latvia,2021-08-28,Johnson&Johnson,109365
Latvia,2021-08-28,Moderna,232515
Latvia,2021-08-28,Oxford/AstraZeneca,261468
Latvia,2021-08-28,Pfizer/BioNTech,860645
Latvia,2021-08-29,Johnson&Johnson,109385
Latvia,2021-08-29,Moderna,232632
Latvia,2021-08-29,Oxford/AstraZeneca,261470
Latvia,2021-08-29,Pfizer/BioNTech,861665
Latvia,2021-08-30,Johnson&Johnson,109722
Latvia,2021-08-30,Moderna,233078
Latvia,2021-08-30,Oxford/AstraZeneca,261481
Latvia,2021-08-30,Pfizer/BioNTech,866734
Latvia,2021-08-31,Johnson&Johnson,110015
Latvia,2021-08-31,Moderna,233518
Latvia,2021-08-31,Oxford/AstraZeneca,261493
Latvia,2021-08-31,Pfizer/BioNTech,872182
Latvia,2021-09-01,Johnson&Johnson,110172
Latvia,2021-09-01,Moderna,233892
Latvia,2021-09-01,Oxford/AstraZeneca,261512
Latvia,2021-09-01,Pfizer/BioNTech,877398
Latvia,2021-09-02,Johnson&Johnson,110403
Latvia,2021-09-02,Moderna,234312
Latvia,2021-09-02,Oxford/AstraZeneca,261514
Latvia,2021-09-02,Pfizer/BioNTech,882152
Latvia,2021-09-03,Johnson&Johnson,110561
Latvia,2021-09-03,Moderna,234770
Latvia,2021-09-03,Oxford/AstraZeneca,261526
Latvia,2021-09-03,Pfizer/BioNTech,888044
Latvia,2021-09-04,Johnson&Johnson,110607
Latvia,2021-09-04,Moderna,234972
Latvia,2021-09-04,Oxford/AstraZeneca,261527
Latvia,2021-09-04,Pfizer/BioNTech,891361
Latvia,2021-09-05,Johnson&Johnson,110612
Latvia,2021-09-05,Moderna,235058
Latvia,2021-09-05,Oxford/AstraZeneca,261529
Latvia,2021-09-05,Pfizer/BioNTech,892284
Latvia,2021-09-06,Johnson&Johnson,110678
Latvia,2021-09-06,Moderna,235380
Latvia,2021-09-06,Oxford/AstraZeneca,261533
Latvia,2021-09-06,Pfizer/BioNTech,896278
Latvia,2021-09-07,Johnson&Johnson,110779
Latvia,2021-09-07,Moderna,235849
Latvia,2021-09-07,Oxford/AstraZeneca,261536
Latvia,2021-09-07,Pfizer/BioNTech,900757
Latvia,2021-09-08,Johnson&Johnson,110930
Latvia,2021-09-08,Moderna,236370
Latvia,2021-09-08,Oxford/AstraZeneca,261537
Latvia,2021-09-08,Pfizer/BioNTech,907077
Latvia,2021-09-09,Johnson&Johnson,111103
Latvia,2021-09-09,Moderna,237026
Latvia,2021-09-09,Oxford/AstraZeneca,261548
Latvia,2021-09-09,Pfizer/BioNTech,912058
Latvia,2021-09-10,Johnson&Johnson,111335
Latvia,2021-09-10,Moderna,237808
Latvia,2021-09-10,Oxford/AstraZeneca,261565
Latvia,2021-09-10,Pfizer/BioNTech,917693
Latvia,2021-09-11,Johnson&Johnson,111359
Latvia,2021-09-11,Moderna,238027
Latvia,2021-09-11,Oxford/AstraZeneca,261568
Latvia,2021-09-11,Pfizer/BioNTech,920356
Latvia,2021-09-12,Johnson&Johnson,111367
Latvia,2021-09-12,Moderna,238152
Latvia,2021-09-12,Oxford/AstraZeneca,261569
Latvia,2021-09-12,Pfizer/BioNTech,921266
Latvia,2021-09-13,Johnson&Johnson,111439
Latvia,2021-09-13,Moderna,238644
Latvia,2021-09-13,Oxford/AstraZeneca,261570
Latvia,2021-09-13,Pfizer/BioNTech,925382
Latvia,2021-09-14,Johnson&Johnson,111523
Latvia,2021-09-14,Moderna,239148
Latvia,2021-09-14,Oxford/AstraZeneca,261572
Latvia,2021-09-14,Pfizer/BioNTech,929996
Latvia,2021-09-15,Johnson&Johnson,111643
Latvia,2021-09-15,Moderna,239752
Latvia,2021-09-15,Oxford/AstraZeneca,261579
Latvia,2021-09-15,Pfizer/BioNTech,935379
Latvia,2021-09-16,Johnson&Johnson,111937
Latvia,2021-09-16,Moderna,240386
Latvia,2021-09-16,Oxford/AstraZeneca,261584
Latvia,2021-09-16,Pfizer/BioNTech,940249
Latvia,2021-09-17,Johnson&Johnson,112646
Latvia,2021-09-17,Moderna,240990
Latvia,2021-09-17,Oxford/AstraZeneca,261587
Latvia,2021-09-17,Pfizer/BioNTech,946280
Latvia,2021-09-18,Johnson&Johnson,113732
Latvia,2021-09-18,Moderna,241317
Latvia,2021-09-18,Oxford/AstraZeneca,261591
Latvia,2021-09-18,Pfizer/BioNTech,949112
Latvia,2021-09-19,Johnson&Johnson,113814
Latvia,2021-09-19,Moderna,241420
Latvia,2021-09-19,Oxford/AstraZeneca,261593
Latvia,2021-09-19,Pfizer/BioNTech,949991
Latvia,2021-09-20,Johnson&Johnson,114240
Latvia,2021-09-20,Moderna,241877
Latvia,2021-09-20,Oxford/AstraZeneca,261601
Latvia,2021-09-20,Pfizer/BioNTech,954149
Latvia,2021-09-21,Johnson&Johnson,114913
Latvia,2021-09-21,Moderna,242423
Latvia,2021-09-21,Oxford/AstraZeneca,261604
Latvia,2021-09-21,Pfizer/BioNTech,959299
Latvia,2021-09-22,Johnson&Johnson,115658
Latvia,2021-09-22,Moderna,243081
Latvia,2021-09-22,Oxford/AstraZeneca,261626
Latvia,2021-09-22,Pfizer/BioNTech,964434
Latvia,2021-09-23,Johnson&Johnson,117513
Latvia,2021-09-23,Moderna,243537
Latvia,2021-09-23,Oxford/AstraZeneca,261636
Latvia,2021-09-23,Pfizer/BioNTech,969095
Latvia,2021-09-24,Johnson&Johnson,120832
Latvia,2021-09-24,Moderna,244165
Latvia,2021-09-24,Oxford/AstraZeneca,261639
Latvia,2021-09-24,Pfizer/BioNTech,974240
Latvia,2021-09-25,Johnson&Johnson,123862
Latvia,2021-09-25,Moderna,244413
Latvia,2021-09-25,Oxford/AstraZeneca,261642
Latvia,2021-09-25,Pfizer/BioNTech,976988
Latvia,2021-09-26,Johnson&Johnson,124543
Latvia,2021-09-26,Moderna,244540
Latvia,2021-09-26,Oxford/AstraZeneca,261659
Latvia,2021-09-26,Pfizer/BioNTech,977839
Latvia,2021-09-27,Johnson&Johnson,126683
Latvia,2021-09-27,Moderna,244935
Latvia,2021-09-27,Oxford/AstraZeneca,261672
Latvia,2021-09-27,Pfizer/BioNTech,981798
Latvia,2021-09-28,Johnson&Johnson,128745
Latvia,2021-09-28,Moderna,245370
Latvia,2021-09-28,Oxford/AstraZeneca,261690
Latvia,2021-09-28,Pfizer/BioNTech,985873
Latvia,2021-09-29,Johnson&Johnson,131099
Latvia,2021-09-29,Moderna,245765
Latvia,2021-09-29,Oxford/AstraZeneca,261691
Latvia,2021-09-29,Pfizer/BioNTech,991129
Latvia,2021-09-30,Johnson&Johnson,134246
Latvia,2021-09-30,Moderna,246256
Latvia,2021-09-30,Oxford/AstraZeneca,261703
Latvia,2021-09-30,Pfizer/BioNTech,995692
Latvia,2021-10-01,Johnson&Johnson,137310
Latvia,2021-10-01,Moderna,246786
Latvia,2021-10-01,Oxford/AstraZeneca,261707
Latvia,2021-10-01,Pfizer/BioNTech,1000894
Latvia,2021-10-02,Johnson&Johnson,139381
Latvia,2021-10-02,Moderna,247014
Latvia,2021-10-02,Oxford/AstraZeneca,261716
Latvia,2021-10-02,Pfizer/BioNTech,1003273
Latvia,2021-10-03,Johnson&Johnson,140351
Latvia,2021-10-03,Moderna,247138
Latvia,2021-10-03,Pfizer/BioNTech,1004248
Latvia,2021-10-04,Johnson&Johnson,142149
Latvia,2021-10-04,Moderna,247431
Latvia,2021-10-04,Pfizer/BioNTech,1007845
Latvia,2021-10-05,Johnson&Johnson,144377
Latvia,2021-10-05,Moderna,247917
Latvia,2021-10-05,Pfizer/BioNTech,1012385
Latvia,2021-10-06,Johnson&Johnson,146712
Latvia,2021-10-06,Moderna,248447
Latvia,2021-10-06,Pfizer/BioNTech,1017800
Latvia,2021-10-07,Johnson&Johnson,148859
Latvia,2021-10-07,Moderna,248940
Latvia,2021-10-07,Oxford/AstraZeneca,261719
Latvia,2021-10-07,Pfizer/BioNTech,1022790
Latvia,2021-10-08,Johnson&Johnson,152101
Latvia,2021-10-08,Moderna,249637
Latvia,2021-10-08,Oxford/AstraZeneca,261723
Latvia,2021-10-08,Pfizer/BioNTech,1029715
Latvia,2021-10-09,Johnson&Johnson,155677
Latvia,2021-10-09,Moderna,249924
Latvia,2021-10-09,Oxford/AstraZeneca,261730
Latvia,2021-10-09,Pfizer/BioNTech,1033878
Latvia,2021-10-10,Johnson&Johnson,157295
Latvia,2021-10-10,Moderna,250083
Latvia,2021-10-10,Pfizer/BioNTech,1035555
Latvia,2021-10-11,Johnson&Johnson,160388
Latvia,2021-10-11,Moderna,250438
Latvia,2021-10-11,Oxford/AstraZeneca,261739
Latvia,2021-10-11,Pfizer/BioNTech,1041245
Latvia,2021-10-12,Johnson&Johnson,164107
Latvia,2021-10-12,Moderna,250962
Latvia,2021-10-12,Oxford/AstraZeneca,261740
Latvia,2021-10-12,Pfizer/BioNTech,1048862
Latvia,2021-10-13,Johnson&Johnson,168082
Latvia,2021-10-13,Moderna,251681
Latvia,2021-10-13,Oxford/AstraZeneca,261744
Latvia,2021-10-13,Pfizer/BioNTech,1058520
Latvia,2021-10-14,Johnson&Johnson,172586
Latvia,2021-10-14,Moderna,252297
Latvia,2021-10-14,Oxford/AstraZeneca,261748
Latvia,2021-10-14,Pfizer/BioNTech,1067497
Latvia,2021-10-15,Johnson&Johnson,178360
Latvia,2021-10-15,Moderna,253086
Latvia,2021-10-15,Oxford/AstraZeneca,261749
Latvia,2021-10-15,Pfizer/BioNTech,1078640
Latvia,2021-10-16,Johnson&Johnson,183135
Latvia,2021-10-16,Moderna,253529
Latvia,2021-10-16,Oxford/AstraZeneca,261757
Latvia,2021-10-16,Pfizer/BioNTech,1086075
Latvia,2021-10-17,Johnson&Johnson,184717
Latvia,2021-10-17,Moderna,253732
Latvia,2021-10-17,Oxford/AstraZeneca,261758
Latvia,2021-10-17,Pfizer/BioNTech,1089288
Latvia,2021-10-18,Johnson&Johnson,188524
Latvia,2021-10-18,Moderna,254315
Latvia,2021-10-18,Oxford/AstraZeneca,261771
Latvia,2021-10-18,Pfizer/BioNTech,1098088
Latvia,2021-10-19,Johnson&Johnson,192338
Latvia,2021-10-19,Moderna,255130
Latvia,2021-10-19,Oxford/AstraZeneca,261773
Latvia,2021-10-19,Pfizer/BioNTech,1107659
Latvia,2021-10-20,Johnson&Johnson,195761
Latvia,2021-10-20,Moderna,256293
Latvia,2021-10-20,Pfizer/BioNTech,1118066
Latvia,2021-10-21,Johnson&Johnson,200477
Latvia,2021-10-21,Moderna,257591
Latvia,2021-10-21,Oxford/AstraZeneca,261774
Latvia,2021-10-21,Pfizer/BioNTech,1128044
Latvia,2021-10-22,Johnson&Johnson,205419
Latvia,2021-10-22,Moderna,260535
Latvia,2021-10-22,Pfizer/BioNTech,1137202
Latvia,2021-10-23,Johnson&Johnson,209026
Latvia,2021-10-23,Moderna,262290
Latvia,2021-10-23,Oxford/AstraZeneca,261776
Latvia,2021-10-23,Pfizer/BioNTech,1142158
Latvia,2021-10-24,Johnson&Johnson,210079
Latvia,2021-10-24,Moderna,262841
Latvia,2021-10-24,Oxford/AstraZeneca,261777
Latvia,2021-10-24,Pfizer/BioNTech,1143718
Latvia,2021-10-25,Johnson&Johnson,213568
Latvia,2021-10-25,Moderna,265784
Latvia,2021-10-25,Oxford/AstraZeneca,261779
Latvia,2021-10-25,Pfizer/BioNTech,1149044
Latvia,2021-10-26,Johnson&Johnson,217014
Latvia,2021-10-26,Moderna,269605
Latvia,2021-10-26,Pfizer/BioNTech,1154781
Latvia,2021-10-27,Johnson&Johnson,220508
Latvia,2021-10-27,Moderna,273709
Latvia,2021-10-27,Oxford/AstraZeneca,261780
Latvia,2021-10-27,Pfizer/BioNTech,1161516
Latvia,2021-10-28,Johnson&Johnson,223952
Latvia,2021-10-28,Moderna,278594
Latvia,2021-10-28,Oxford/AstraZeneca,261792
Latvia,2021-10-28,Pfizer/BioNTech,1167352
Latvia,2021-10-29,Johnson&Johnson,227677
Latvia,2021-10-29,Moderna,283751
Latvia,2021-10-29,Oxford/AstraZeneca,261824
Latvia,2021-10-29,Pfizer/BioNTech,1174616
Latvia,2021-10-30,Johnson&Johnson,230291
Latvia,2021-10-30,Moderna,285833
Latvia,2021-10-30,Oxford/AstraZeneca,261827
Latvia,2021-10-30,Pfizer/BioNTech,1179166
Latvia,2021-10-31,Johnson&Johnson,231036
Latvia,2021-10-31,Moderna,286459
Latvia,2021-10-31,Pfizer/BioNTech,1180647
Latvia,2021-11-01,Johnson&Johnson,233411
Latvia,2021-11-01,Moderna,289754
Latvia,2021-11-01,Oxford/AstraZeneca,261833
Latvia,2021-11-01,Pfizer/BioNTech,1186308
Latvia,2021-11-02,Johnson&Johnson,235922
Latvia,2021-11-02,Moderna,293915
Latvia,2021-11-02,Oxford/AstraZeneca,261865
Latvia,2021-11-02,Pfizer/BioNTech,1193603
Latvia,2021-11-03,Johnson&Johnson,238505
Latvia,2021-11-03,Moderna,298700
Latvia,2021-11-03,Oxford/AstraZeneca,261888
Latvia,2021-11-03,Pfizer/BioNTech,1201783
Latvia,2021-11-04,Johnson&Johnson,240987
Latvia,2021-11-04,Moderna,303280
Latvia,2021-11-04,Pfizer/BioNTech,1209538
Latvia,2021-11-05,Johnson&Johnson,243302
Latvia,2021-11-05,Moderna,307630
Latvia,2021-11-05,Oxford/AstraZeneca,261923
Latvia,2021-11-05,Pfizer/BioNTech,1219446
Latvia,2021-11-06,Johnson&Johnson,245034
Latvia,2021-11-06,Moderna,309476
Latvia,2021-11-06,Oxford/AstraZeneca,261924
Latvia,2021-11-06,Pfizer/BioNTech,1226096
Latvia,2021-11-07,Johnson&Johnson,245602
Latvia,2021-11-07,Moderna,309965
Latvia,2021-11-07,Oxford/AstraZeneca,261925
Latvia,2021-11-07,Pfizer/BioNTech,1228646
Latvia,2021-11-08,Johnson&Johnson,247399
Latvia,2021-11-08,Moderna,313243
Latvia,2021-11-08,Oxford/AstraZeneca,261934
Latvia,2021-11-08,Pfizer/BioNTech,1236823
Latvia,2021-11-09,Johnson&Johnson,249204
Latvia,2021-11-09,Moderna,317519
Latvia,2021-11-09,Pfizer/BioNTech,1245392
Latvia,2021-11-10,Johnson&Johnson,250922
Latvia,2021-11-10,Moderna,322019
Latvia,2021-11-10,Oxford/AstraZeneca,261971
Latvia,2021-11-10,Pfizer/BioNTech,1254471
Latvia,2021-11-11,Johnson&Johnson,252800
Latvia,2021-11-11,Moderna,326339
Latvia,2021-11-11,Oxford/AstraZeneca,261997
Latvia,2021-11-11,Pfizer/BioNTech,1263472
Latvia,2021-11-12,Johnson&Johnson,254685
Latvia,2021-11-12,Moderna,331092
Latvia,2021-11-12,Oxford/AstraZeneca,262052
Latvia,2021-11-12,Pfizer/BioNTech,1271451
Latvia,2021-11-13,Johnson&Johnson,256376
Latvia,2021-11-13,Moderna,334392
Latvia,2021-11-13,Oxford/AstraZeneca,262098
Latvia,2021-11-13,Pfizer/BioNTech,1276651
Latvia,2021-11-14,Johnson&Johnson,256991
Latvia,2021-11-14,Moderna,335124
Latvia,2021-11-14,Pfizer/BioNTech,1278211
Latvia,2021-11-15,Johnson&Johnson,258630
Latvia,2021-11-15,Moderna,338938
Latvia,2021-11-15,Pfizer/BioNTech,1283273
Latvia,2021-11-16,Johnson&Johnson,260427
Latvia,2021-11-16,Moderna,343628
Latvia,2021-11-16,Oxford/AstraZeneca,262121
Latvia,2021-11-16,Pfizer/BioNTech,1288443
Latvia,2021-11-17,Johnson&Johnson,262297
Latvia,2021-11-17,Moderna,348914
Latvia,2021-11-17,Oxford/AstraZeneca,262123
Latvia,2021-11-17,Pfizer/BioNTech,1294997
Latvia,2021-11-18,Johnson&Johnson,262540
Latvia,2021-11-18,Moderna,349363
Latvia,2021-11-18,Pfizer/BioNTech,1295615
Latvia,2021-11-19,Johnson&Johnson,263134
Latvia,2021-11-19,Moderna,351893
Latvia,2021-11-19,Oxford/AstraZeneca,262133
Latvia,2021-11-19,Pfizer/BioNTech,1298601
Latvia,2021-11-20,Johnson&Johnson,263946
